Unnamed: 0,channel_title,title,description,published,tag_count,view_count,viewer_percentage,estimated_min_watched,avg_view_duration,avg_view_percentage,like_count,dislike_count,share_count,comment_count,duration_str,duration_num,aud_watch_ratio,relative_retention_performance,title_length,reactions,tags
0,Yoga With Adriene,YogaCamp - Welcome Orientation,"Yoga Camp Orientation video! The prologue, the preamble - the video watch before you dive in to your 30 Days Of Yoga Camp with a big open heart. You can. You will. Watch this whole video before you begin. 

Let's rock.

Happy New Year my friends!

Connect and share your journey with #YOGACAMP

- - - - - - - - - -

SUBSCRIBE to this YouTube channel to join the YWA family and help us provide free yoga for all!
https://www.youtube.com/user/yogawithadriene?sub_confirmation=1

- - - - - - - - - -

#30daysofyoga #YogaCamp #homeyoga

- - - - - - - - - - 

❤️SUBSCRIBE to the YWA channel for free yoga videos every week and to support high-quality free yoga for all! ❤️
https://www.youtube.com/user/yogawithadriene?sub_confirmation=1

- - - - - - - - - - 

🧘🏽♂️🧘♀️Become a FWFG YOGA member! 🧘🏻♂️🧘🏿♀️
https://fwfg.com/?via=adriene
Join Find What Feels Good and access over 700 videos including yoga and meditation for all levels. Explore daily practices, workshops, in-depth learning, weekly or monthly accountability series, and an opportunity to connect with a one of a kind global community. This is your one-stop-shop for yoga, creativity, wellness, and all things FWFG. Try it FREE for 7 Days! 

- - - - - - - - - - 

🗓Get your FREE Yoga Calendar: 🗓
http://yogawithadriene.com/calendar/

- - - - - - - - - - 

More at www.yogawithadriene.com
▶︎ Instagram: @adrienelouise
▶︎ Twitter: @yogawithadriene
▶︎ Facebook: Yoga With Adriene
▶︎ Shop: https://shop.fwfg.com

- - - - - - - - - - 

Music by Shakey Graves: 
https://www.shakeygraves.com

- - - - - - - - - - 

Yoga With Adriene, LLC recommends that you consult your physician regarding the applicability of any recommendations and follow all safety instructions before beginning any exercise program. When participating in any exercise or exercise program, there is the possibility of physical injury. If you engage in this exercise or exercise program, you agree that you do so at your own risk, are voluntarily participating in these activities, assume all risk of injury to yourself.",2016-01-01T12:00:02Z,9,2352455,0,0,0,0,11554,0,0,1021,04:20:00,4.333333333333333,0,0,30,13596,"yoga camp,yoga with adriene,adriene mishler,find what feels good,yoga,30 days of yoga,30 days of yoga camp,hatha yoga,gentle yoga"
1,Yoga With Adriene,Yoga Camp Day 1 - I Accept,"Yoga Camp - Day 1! As we begin the journey to connecting to our body, trimming up, shaping up, and loving ourselves for who we truly are - we start with the Day 1 mantra, I accept. Ease into it. Enjoy. 

And we are off!

Share your experience down below and with #YOGACAMP!

- - - - - -

#30daysofyoga #YogaCamp #homeyoga

  
- - - - - - - - - - 

❤️SUBSCRIBE to the YWA channel for free yoga videos every week and to support high-quality free yoga for all! ❤️
https://www.youtube.com/user/yogawithadriene?sub_confirmation=1

- - - - - - - - - - 

🧘🏽♂️🧘♀️Become a FWFG YOGA member! 🧘🏻♂️🧘🏿♀️
https://fwfg.com/?via=adriene
Join Find What Feels Good and access over 700 videos including yoga and meditation for all levels. Explore daily practices, workshops, in-depth learning, weekly or monthly accountability series, and an opportunity to connect with a one of a kind global community. This is your one-stop-shop for yoga, creativity, wellness, and all things FWFG. Try it FREE for 7 Days! 

- - - - - - - - - - 

🗓Get your FREE Yoga Calendar: 🗓
http://yogawithadriene.com/calendar/

- - - - - - - - - - 

More at www.yogawithadriene.com
▶︎ Instagram: @adrienelouise
▶︎ Twitter: @yogawithadriene
▶︎ Facebook: Yoga With Adriene
▶︎ Shop: https://shop.fwfg.com

- - - - - - - - - - 

Music by Shakey Graves: 
https://www.shakeygraves.com

- - - - - - - - - - 

Yoga With Adriene, LLC recommends that you consult your physician regarding the applicability of any recommendations and follow all safety instructions before beginning any exercise program. When participating in any exercise or exercise program, there is the possibility of physical injury. If you engage in this exercise or exercise program, you agree that you do so at your own risk, are voluntarily participating in these activities, assume all risk of injury to yourself.",2016-01-02T12:00:00Z,21,2915821,0,0,0,0,28138,0,0,2153,1900-01-01 06:59:00,30.983333333333334,0,0,26,32444,"yoga camp,yoga with adriene,30 Days of yoga,30 days of yoga camp,new year,new year new you,new year true,new years resolution,new years work out,yoga,yoga for beginners,yoga for happiness,yoga every day,yoga at home,yogi,yoga life,affirmations,mantra,positive affirmations,healing in yoga,acceptance"
2,Yoga With Adriene,Yoga Camp Day 2 - I Create,"Yoga Camp - Day 2! 30 Days Of Yoga Camp continues. Create space with this full practice. The mantra today is I CREATE. Finish that sentence, get a workout, trim, tone, cultivate balance and stability.  Breathe deep and connect to something meaningful. Yoga Camp!

Way to show up for yourself. I think there is nothing more beautiful. 

Share your experience down below and with #YOGACAMP

- - - - - -

#30daysofyoga #YogaCamp #homeyoga

  
- - - - - - - - - - 

❤️SUBSCRIBE to the YWA channel for free yoga videos every week and to support high-quality free yoga for all! ❤️
https://www.youtube.com/user/yogawithadriene?sub_confirmation=1

- - - - - - - - - - 

🧘🏽♂️🧘♀️Become a FWFG YOGA member! 🧘🏻♂️🧘🏿♀️
https://fwfg.com/?via=adriene
Join Find What Feels Good and access over 700 videos including yoga and meditation for all levels. Explore daily practices, workshops, in-depth learning, weekly or monthly accountability series, and an opportunity to connect with a one of a kind global community. This is your one-stop-shop for yoga, creativity, wellness, and all things FWFG. Try it FREE for 7 Days! 

- - - - - - - - - - 

🗓Get your FREE Yoga Calendar: 🗓
http://yogawithadriene.com/calendar/

- - - - - - - - - - 

More at www.yogawithadriene.com
▶︎ Instagram: @adrienelouise
▶︎ Twitter: @yogawithadriene
▶︎ Facebook: Yoga With Adriene
▶︎ Shop: https://shop.fwfg.com

- - - - - - - - - - 

Music by Shakey Graves: 
https://www.shakeygraves.com

- - - - - - - - - - 

Yoga With Adriene, LLC recommends that you consult your physician regarding the applicability of any recommendations and follow all safety instructions before beginning any exercise program. When participating in any exercise or exercise program, there is the possibility of physical injury. If you engage in this exercise or exercise program, you agree that you do so at your own risk, are voluntarily participating in these activities, assume all risk of injury to yourself.",2016-01-03T12:00:01Z,16,1608222,0,0,0,0,14985,0,0,1610,1900-01-02 03:53:00,51.88333333333333,0,0,26,18205,"yoga,yoga camp,yoga with adriene,30 days of yoga camp,i create,positive mantra,mantra,yoga mantra,affirmations,positive affirmations,yoga for home,hatha yoga,yoga for your core,yoga for weight loss,yoga home practice,find what feels good"
3,Yoga With Adriene,Yoga Camp Day 3 - I Embrace,"Yoga Camp - Day 3! 30 Days Of Yoga Camp continues. Embrace the process with this 35 min full at-home yoga practice. Yoga is about embracing your full potential by leaning into the process. What will you lean into today? What will you hug and embrace? 

This affirmation thing still weirding you out? Don't believe in the power of word or thought? Perfectly happy with current mental wellness?

Then, embrace the stretch! You are perfectly where you are supposed to be - so embrace it and enjoy! 

Share your experience down below and with #YOGACAMP

- - - - - -

#30daysofyoga #YogaCamp #homeyoga

  
- - - - - - - - - - 

❤️SUBSCRIBE to the YWA channel for free yoga videos every week and to support high-quality free yoga for all! ❤️
https://www.youtube.com/user/yogawithadriene?sub_confirmation=1

- - - - - - - - - - 

🧘🏽♂️🧘♀️Become a FWFG YOGA member! 🧘🏻♂️🧘🏿♀️
https://fwfg.com/?via=adriene
Join Find What Feels Good and access over 700 videos including yoga and meditation for all levels. Explore daily practices, workshops, in-depth learning, weekly or monthly accountability series, and an opportunity to connect with a one of a kind global community. This is your one-stop-shop for yoga, creativity, wellness, and all things FWFG. Try it FREE for 7 Days! 

- - - - - - - - - - 

🗓Get your FREE Yoga Calendar: 🗓
http://yogawithadriene.com/calendar/

- - - - - - - - - - 

More at www.yogawithadriene.com
▶︎ Instagram: @adrienelouise
▶︎ Twitter: @yogawithadriene
▶︎ Facebook: Yoga With Adriene
▶︎ Shop: https://shop.fwfg.com

- - - - - - - - - - 

Music by Shakey Graves: 
https://www.shakeygraves.com

- - - - - - - - - - 

Yoga With Adriene, LLC recommends that you consult your physician regarding the applicability of any recommendations and follow all safety instructions before beginning any exercise program. When participating in any exercise or exercise program, there is the possibility of physical injury. If you engage in this exercise or exercise program, you agree that you do so at your own risk, are voluntarily participating in these activities, assume all risk of injury to yourself.",2016-01-04T12:00:00Z,30,1302414,0,0,0,0,11684,0,0,1036,1900-01-01 10:44:00,34.733333333333334,0,0,27,13756,"yoga camp,yoga with adriene,yoga,yoga at home,30 days of yoga,30 day yoga challenge,yoga challenge,yoga journey,yoga every damn day,yoga everyday,hatha yoga,yoga life,yogi,yogi life,adriene mishler,yoga for happiness,yoga for beginners,youtube yoga,yoga for flexibility,yoga for strength,yoga for weightloss,postitive affirmations,postive thinking,yoga work out,fitness,health,wellness,new year,yoga lifestyle,find what feels good"
4,Yoga With Adriene,Yoga Camp Day 4 - I Awaken,"Yoga Camp - Day 4 is here with the mantra I AWAKEN.  This yoga practice is a tune in, a check in - a wake-up call. Notice your breath and shake it up. What do you want to awaken? Move with intention and you trim and tone. Wake up the body, find support, build strength, and soothe your soul. Time to stir the pot, move the furniture. Trust it and enjoy! 

Share your experience down below and with #YOGACAMP

- - - - - -

#30daysofyoga #YogaCamp #homeyoga

  
- - - - - - - - - - 

❤️SUBSCRIBE to the YWA channel for free yoga videos every week and to support high-quality free yoga for all! ❤️
https://www.youtube.com/user/yogawithadriene?sub_confirmation=1

- - - - - - - - - - 

🧘🏽♂️🧘♀️Become a FWFG YOGA member! 🧘🏻♂️🧘🏿♀️
https://fwfg.com/?via=adriene
Join Find What Feels Good and access over 700 videos including yoga and meditation for all levels. Explore daily practices, workshops, in-depth learning, weekly or monthly accountability series, and an opportunity to connect with a one of a kind global community. This is your one-stop-shop for yoga, creativity, wellness, and all things FWFG. Try it FREE for 7 Days! 

- - - - - - - - - - 

🗓Get your FREE Yoga Calendar: 🗓
http://yogawithadriene.com/calendar/

- - - - - - - - - - 

More at www.yogawithadriene.com
▶︎ Instagram: @adrienelouise
▶︎ Twitter: @yogawithadriene
▶︎ Facebook: Yoga With Adriene
▶︎ Shop: https://shop.fwfg.com

- - - - - - - - - - 

Music by Shakey Graves: 
https://www.shakeygraves.com

- - - - - - - - - - 

Yoga With Adriene, LLC recommends that you consult your physician regarding the applicability of any recommendations and follow all safety instructions before beginning any exercise program. When participating in any exercise or exercise program, there is the possibility of physical injury. If you engage in this exercise or exercise program, you agree that you do so at your own risk, are voluntarily participating in these activities, assume all risk of injury to yourself.",2016-01-05T12:00:00Z,17,1064583,0,0,0,0,9905,0,0,927,1900-01-01 12:47:00,36.78333333333333,0,0,26,11759,"yoga,yoga with adriene,yoga camp,30 days of yoga,30 days of yoga camp,hatha yoga,yoga for weightloss,yoga flow,yoga for shoulders,yoga for back pain,health,wellness,mind and body,yoga practice,yoga workout,pranayama,yoga for energy"
5,Yoga With Adriene,Yoga Camp Day 5 - I Am Alive,"Yoga Camp - Day 5 is here with the mantra I Am Alive! Practice presence. One moment to the next. Focus on your breath. ""Tell me, what is it you plan to do with your one wild and precious life?""

Share your experience down below and with #YOGACAMP

- - - - - -

#30daysofyoga #YogaCamp #homeyoga

  
- - - - - - - - - - 

❤️SUBSCRIBE to the YWA channel for free yoga videos every week and to support high-quality free yoga for all! ❤️
https://www.youtube.com/user/yogawithadriene?sub_confirmation=1

- - - - - - - - - - 

🧘🏽♂️🧘♀️Become a FWFG YOGA member! 🧘🏻♂️🧘🏿♀️
https://fwfg.com/?via=adriene
Join Find What Feels Good and access over 700 videos including yoga and meditation for all levels. Explore daily practices, workshops, in-depth learning, weekly or monthly accountability series, and an opportunity to connect with a one of a kind global community. This is your one-stop-shop for yoga, creativity, wellness, and all things FWFG. Try it FREE for 7 Days! 

- - - - - - - - - - 

🗓Get your FREE Yoga Calendar: 🗓
http://yogawithadriene.com/calendar/

- - - - - - - - - - 

More at www.yogawithadriene.com
▶︎ Instagram: @adrienelouise
▶︎ Twitter: @yogawithadriene
▶︎ Facebook: Yoga With Adriene
▶︎ Shop: https://shop.fwfg.com

- - - - - - - - - - 

Music by Shakey Graves: 
https://www.shakeygraves.com

- - - - - - - - - - 

Yoga With Adriene, LLC recommends that you consult your physician regarding the applicability of any recommendations and follow all safety instructions before beginning any exercise program. When participating in any exercise or exercise program, there is the possibility of physical injury. If you engage in this exercise or exercise program, you agree that you do so at your own risk, are voluntarily participating in these activities, assume all risk of injury to yourself.",2016-01-06T12:00:04Z,23,934353,0,0,0,0,9036,0,0,917,1900-01-01 06:33:00,30.55,0,0,28,10870,"yoga,yoga camp,yoga with adriene,find what feels good,yoga practice,yoga at home,yoga workout,wellness,fitness,workout,hatha yoga,yoga flow,meditation,positive affirmations,yoga for healing,yoga for energy,adriene mishler,yoga life,yogi,yoga for strength,yoga for flexibility,yoga for weightloss,health"
6,Yoga With Adriene,Yoga Camp Day 6 - I Am Supported (Six Pack Abs),"Yoga Camp - Day 6! Also, more traditionally known as SIX PACK ABS. But, the Yoga With Adriene version. We target the core in our Yoga Camp practice today. Work the abdominal wall, tone the belly, strengthen the back  - in a way that is supported. 

The mantra today is I Am Supported. Learn to balance all your heart's desires and be true to who you really are! Yes, I think this video can guide you toward all that. Give it a try and let me know how it goes. A little goes a long way when you are working with integrity. Breathe deep and be mindful. Go for the gold! Your yoga practice has your back. 

Share your experience down below and with #YOGACAMP

- - - - - -

#30daysofyoga #YogaCamp #homeyoga

  
- - - - - - - - - - 

❤️SUBSCRIBE to the YWA channel for free yoga videos every week and to support high-quality free yoga for all! ❤️
https://www.youtube.com/user/yogawithadriene?sub_confirmation=1

- - - - - - - - - - 

🧘🏽♂️🧘♀️Become a FWFG YOGA member! 🧘🏻♂️🧘🏿♀️
https://fwfg.com/?via=adriene
Join Find What Feels Good and access over 700 videos including yoga and meditation for all levels. Explore daily practices, workshops, in-depth learning, weekly or monthly accountability series, and an opportunity to connect with a one of a kind global community. This is your one-stop-shop for yoga, creativity, wellness, and all things FWFG. Try it FREE for 7 Days! 

- - - - - - - - - - 

🗓Get your FREE Yoga Calendar: 🗓
http://yogawithadriene.com/calendar/

- - - - - - - - - - 

More at www.yogawithadriene.com
▶︎ Instagram: @adrienelouise
▶︎ Twitter: @yogawithadriene
▶︎ Facebook: Yoga With Adriene
▶︎ Shop: https://shop.fwfg.com

- - - - - - - - - - 

Music by Shakey Graves: 
https://www.shakeygraves.com

- - - - - - - - - - 

Yoga With Adriene, LLC recommends that you consult your physician regarding the applicability of any recommendations and follow all safety instructions before beginning any exercise program. When participating in any exercise or exercise program, there is the possibility of physical injury. If you engage in this exercise or exercise program, you agree that you do so at your own risk, are voluntarily participating in these activities, assume all risk of injury to yourself.",2016-01-07T12:00:02Z,17,937025,0,0,0,0,9091,0,0,970,1900-01-01 00:45:00,24.75,0,0,47,11031,"yoga,yoga practice,six pack abs,yoga for core,core yoga,yoga camp,yoga with adriene,yoga for strength,yoga for flat tummy,fitness,wellness,yoga for core strength,yoga at home,breath,yoga for digestion,yoga for belly,hatha yoga"
7,Yoga With Adriene,Yoga Camp Day 7 - I Am Capable,"Yoga Camp - Day 7. The power of word and thought in full effect in this unique yoga practice. Find stability and connect with your breath. Practicing mindfulness as we create space and build muscle tone. Extra yoga for the feet, legs, neck, and shoulders today. Even a little massage! Find What Feels Good. You are doing great. 

Share your experience down below and with #YOGACAMP

- - - - - -

#30daysofyoga #YogaCamp #homeyoga

  
- - - - - - - - - - 

❤️SUBSCRIBE to the YWA channel for free yoga videos every week and to support high-quality free yoga for all! ❤️
https://www.youtube.com/user/yogawithadriene?sub_confirmation=1

- - - - - - - - - - 

🧘🏽♂️🧘♀️Become a FWFG YOGA member! 🧘🏻♂️🧘🏿♀️
https://fwfg.com/?via=adriene
Join Find What Feels Good and access over 700 videos including yoga and meditation for all levels. Explore daily practices, workshops, in-depth learning, weekly or monthly accountability series, and an opportunity to connect with a one of a kind global community. This is your one-stop-shop for yoga, creativity, wellness, and all things FWFG. Try it FREE for 7 Days! 

- - - - - - - - - - 

🗓Get your FREE Yoga Calendar: 🗓
http://yogawithadriene.com/calendar/

- - - - - - - - - - 

More at www.yogawithadriene.com
▶︎ Instagram: @adrienelouise
▶︎ Twitter: @yogawithadriene
▶︎ Facebook: Yoga With Adriene
▶︎ Shop: https://shop.fwfg.com

- - - - - - - - - - 

Music by Shakey Graves: 
https://www.shakeygraves.com

- - - - - - - - - - 

Yoga With Adriene, LLC recommends that you consult your physician regarding the applicability of any recommendations and follow all safety instructions before beginning any exercise program. When participating in any exercise or exercise program, there is the possibility of physical injury. If you engage in this exercise or exercise program, you agree that you do so at your own risk, are voluntarily participating in these activities, assume all risk of injury to yourself.",2016-01-08T12:00:00Z,15,841604,0,0,0,0,8385,0,0,729,23:59:00,23.983333333333334,0,0,30,9843,"yoga,yoga camp,yoga with adriene,yoga practice,yoga for abs,yoga for strength,yoga for flexibility,hatha yoga,wellness,fitness,health,healthly living,yoga life,yogi,adriene mishler"
8,Yoga With Adriene,Yoga Camp Day 8 - I Choose,"Yoga Camp - Day 8. 30 Days Of Yoga Camp continues with this yummy restorative practice. Let your hair down, take a break off the arms and wrists. Rejuvenate and restore. The mantra today is I Choose. A subtle but powerful practice, this stretchy, soothing, healing yoga will leave you feeling balanced and open. This half hour yoga practice will assist you in practicing simply being present, focusing on the breath and on where you are at today. Find What Feels Good. Slow it down with this relaxing sequence for the whole body. If there has been anything that is stressing you out or worrying you, choose to let go. Don't hate, meditate, feel great!!! Happy Day 8!

Share your experience down below and with #YOGACAMP

- - - - - -

#30daysofyoga #YogaCamp #homeyoga

  
- - - - - - - - - - 

❤️SUBSCRIBE to the YWA channel for free yoga videos every week and to support high-quality free yoga for all! ❤️
https://www.youtube.com/user/yogawithadriene?sub_confirmation=1

- - - - - - - - - - 

🧘🏽♂️🧘♀️Become a FWFG YOGA member! 🧘🏻♂️🧘🏿♀️
https://fwfg.com/?via=adriene
Join Find What Feels Good and access over 700 videos including yoga and meditation for all levels. Explore daily practices, workshops, in-depth learning, weekly or monthly accountability series, and an opportunity to connect with a one of a kind global community. This is your one-stop-shop for yoga, creativity, wellness, and all things FWFG. Try it FREE for 7 Days! 

- - - - - - - - - - 

🗓Get your FREE Yoga Calendar: 🗓
http://yogawithadriene.com/calendar/

- - - - - - - - - - 

More at www.yogawithadriene.com
▶︎ Instagram: @adrienelouise
▶︎ Twitter: @yogawithadriene
▶︎ Facebook: Yoga With Adriene
▶︎ Shop: https://shop.fwfg.com

- - - - - - - - - - 

Music by Shakey Graves: 
https://www.shakeygraves.com

- - - - - - - - - - 

Yoga With Adriene, LLC recommends that you consult your physician regarding the applicability of any recommendations and follow all safety instructions before beginning any exercise program. When participating in any exercise or exercise program, there is the possibility of physical injury. If you engage in this exercise or exercise program, you agree that you do so at your own risk, are voluntarily participating in these activities, assume all risk of injury to yourself.",2016-01-09T12:00:00Z,16,830538,0,0,0,0,8032,0,0,768,1900-01-01 05:56:00,29.933333333333334,0,0,26,9568,"yoga,yoga with adriene,30 days of yoga,yoga camp,yoga practice,restorative yoga,hatha yoga,meditation,healing yoga,yoga for relaxation,health,fitness,wellness,yoga for flexibility,yoga for stress,yoga for anxiety"
9,Yoga With Adriene,Yoga Camp Day 9 - I Am Bold,"Yoga Camp - Day 9. Tune in with the breath and cultivate strength with the mantra, I Am Bold. Use this practice to focus on process over product. Practice presence as you move through your yoga asana. Give thanks for this time for yourself. Way to show up! Listen to your body. You are your own best teacher. Be bold, own this time for yourself. Have fun! 

Share your experience down below and with #YOGACAMP

- - - - - -

#30daysofyoga #YogaCamp #homeyoga

  
- - - - - - - - - - 

❤️SUBSCRIBE to the YWA channel for free yoga videos every week and to support high-quality free yoga for all! ❤️
https://www.youtube.com/user/yogawithadriene?sub_confirmation=1

- - - - - - - - - - 

🧘🏽♂️🧘♀️Become a FWFG YOGA member! 🧘🏻♂️🧘🏿♀️
https://fwfg.com/?via=adriene
Join Find What Feels Good and access over 700 videos including yoga and meditation for all levels. Explore daily practices, workshops, in-depth learning, weekly or monthly accountability series, and an opportunity to connect with a one of a kind global community. This is your one-stop-shop for yoga, creativity, wellness, and all things FWFG. Try it FREE for 7 Days! 

- - - - - - - - - - 

🗓Get your FREE Yoga Calendar: 🗓
http://yogawithadriene.com/calendar/

- - - - - - - - - - 

More at www.yogawithadriene.com
▶︎ Instagram: @adrienelouise
▶︎ Twitter: @yogawithadriene
▶︎ Facebook: Yoga With Adriene
▶︎ Shop: https://shop.fwfg.com

- - - - - - - - - - 

Music by Shakey Graves: 
https://www.shakeygraves.com

- - - - - - - - - - 

Yoga With Adriene, LLC recommends that you consult your physician regarding the applicability of any recommendations and follow all safety instructions before beginning any exercise program. When participating in any exercise or exercise program, there is the possibility of physical injury. If you engage in this exercise or exercise program, you agree that you do so at your own risk, are voluntarily participating in these activities, assume all risk of injury to yourself.",2016-01-10T12:00:00Z,19,786890,0,0,0,0,7143,0,0,473,1900-01-01 09:40:00,33.666666666666664,0,0,27,8089,"yoga,yoga camp,yoga with adriene,30 days of yoga,30 days of yoga camp,hatha yoga,yoga for flexibility,yoga for strength,fitness,yogi,wellness,mantra,meditation,health,yoga for weightloss,healthy lifestyle,yoga flow,yoga for stress,yoga for relaxation"
