,comment,comment_id,reply_count,like_count,updated_at,calificacion
0.0,I attract balance in my life,UgxvUVl0KclLqyJ6LbF4AaABAg,0.0,0.0,2021-12-19T19:38:29Z,0.9997872710227966
1.0,"Day 26 I attract ✅ love, abundance, health, success, compassion, trust, healing, clarity, guidance, joy and happiness 🙏🏽❤️✨",Ugw3x-Jg-h9rcaZA49l4AaABAg,0.0,0.0,2021-12-02T10:21:08Z,0.9997712969779968
2.0,"One thing I do notice with this being my 3rd yoga challenge video is that my posture and how I stand has been so confident. I usually stand leaning on one hip now my mind is like, No girl stand up straight mountain pose. Its great I can definitely feel a difference in my spine and strength.",UgzEFRb-TbWIdfVdKuN4AaABAg,0.0,0.0,2021-11-09T22:33:35Z,0.9991647005081177
3.0,Thank you Adrienne. Yoga is more fun with you guiding:),UgzouYafE0P-Kbd5RLp4AaABAg,0.0,0.0,2021-10-30T04:31:32Z,0.9996391534805298
4.0,"3 conservative days! Feels awesome. I attract yoga! Hehe

❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️",UgzGFU7tkTNGAzFHMF14AaABAg,0.0,0.0,2021-10-20T02:44:23Z,0.9995501637458801
5.0,🙏❤️,Ugz7cocXEWRHjUD9n-Z4AaABAg,0.0,0.0,2021-10-19T05:14:13Z,-0.6970567107200623
6.0,"Ready!! Thanks, YWA!!",UgzW_NJJ_WaxJ--aAcp4AaABAg,0.0,0.0,2021-10-10T05:33:39Z,0.9997935891151428
7.0,26-september!,UgwwP9ZqPbzfACOlvMp4AaABAg,0.0,0.0,2021-09-26T13:53:02Z,0.9987865090370178
8.0,"Adriene: We call this Uddiyana Bandha breath
My zenned out brain: Ah yes Oonga Boonga breath very nice",Ugw2vvchhlQsoAAHcjJ4AaABAg,0.0,1.0,2021-09-21T22:28:30Z,0.999555766582489
9.0,"Hot damn Adriene, hot damn. I struggle to think of anyone else this poised, this elegant, this attractive and intelligent - and I don't mean this in an objectifying manner but in an honest one that is appreciative of how much work you've put into yourself. You are an inspiration. Here's hoping 'I attract' works for drawing in lovely people like you :)",UgwunXjrhCF3zhxR9-94AaABAg,0.0,0.0,2021-09-21T07:34:19Z,0.9997805953025818
10.0,"""This yoga sequence is great for digestion and great for anyone suffering from back pain or discomfort."" That's very good to know. I felt free and a fresh mind. I created a little more space to breathe. Great practice!",UgyDrjHyvGRrT6B5a9t4AaABAg,0.0,1.0,2021-08-19T02:05:50Z,0.9998327493667603
11.0,thank you!!!!!!!,UgxgLqilrFxn6SGVVs14AaABAg,0.0,0.0,2021-08-15T21:59:21Z,0.9998637437820435
12.0,"thought i would update, this is my second 30 day journey in a row (not having practiced yoga before). my body was in probably the worst shape it had been after being newly unemployed and in lockdown for months. the day i started day 1 of yoga i could hardly reach past my knees if i bent towards my toes, and my right hamstring was ridiculously tight and would twinge at me with slight movement. it has been a process but by day 56 today, i can easily touch the floor when i bend toward my toes, and my hamstring only gives me a slight twinge in some more challenging positions. thank you so much adriene and the beautiful community you have built here!",Ugy2FjW4t5IHgOq_-IJ4AaABAg,0.0,1.0,2021-06-08T17:42:22Z,-0.9785234928131104
13.0,day 26! balancing poses are still challenging... Namaste,Ugx7uCVPS1lzz7Z4Mvx4AaABAg,0.0,0.0,2021-05-27T07:40:08Z,0.9990949630737305
14.0,You do it so MAGNEFFICENTLY. YOU ALWAYS DID. NAMASTE,Ugz-BEXwtjaPll1YTPp4AaABAg,0.0,0.0,2021-05-15T02:03:50Z,0.990689754486084
