,comment,comment_id,reply_count,like_count,updated_at,calificacion
0.0,"Today's celebration is dedicated to ""Move!""",Ugzm50Ir6lnSrSXnG3N4AaABAg,0.0,1.0,2021-12-23T02:17:01Z,0.9998431205749512
1.0,"Day 29, I love myself ✅ this week I’ve not been feeling myself. I’ve been calling in sick to work as I don’t feel like dealing with people on the phone.",UgwxTfbl0mdG04uY2o14AaABAg,0.0,0.0,2021-12-08T09:22:29Z,-0.9536393880844116
2.0,"""big day tomorrow"" 🥺💛",UgwZlMJNgpMRUQABfL14AaABAg,0.0,0.0,2021-11-21T01:44:43Z,0.998267650604248
3.0,🙏❤️,Ugyg8Y-60pZqekmk33R4AaABAg,0.0,0.0,2021-10-30T02:07:07Z,-0.6970567107200623
4.0,Ready to go for tomorrow! I love a good side plank!,UgyKck3F55Qd-uFGBFp4AaABAg,0.0,0.0,2021-10-15T03:55:24Z,0.9998617172241211
5.0,yeah baby!,UgyZITuLyVdDGNHtcTh4AaABAg,0.0,0.0,2021-09-29T20:55:55Z,0.9994518160820007
6.0,thank you!!!!!,UgwnCGkFn41YMXVHbaB4AaABAg,0.0,0.0,2021-09-01T21:33:37Z,0.9998663663864136
7.0,"Day 29 completed, I love myself ❤",Ugzn8xHYRpwEYzccrdt4AaABAg,0.0,1.0,2021-08-29T23:25:50Z,0.9994460940361023
8.0,"I love yoga 😉 And I love my cat, animals.😺 It fills your body with oxygen and focus your mind. I feel very fresh.",UgzNuKh96Rfo7pqPn2B4AaABAg,0.0,0.0,2021-08-25T23:17:46Z,0.999842643737793
9.0,"When I said ""i love myself"" i felt so much joy and appreciation for the journey I started with you 60 days ago with 30 days of yoga. Im so grateful Adriene, loooooved todays practice. Thank you so much!!!",Ugw5kc3JRnw19tlLYOV4AaABAg,0.0,3.0,2021-06-28T16:44:06Z,0.9998335838317871
10.0,"I love reading everyone's comments. This is my third 30-day yoga. I feel like a new person, totally at one with my body. I walk like a youngster so much of my back and neck pain from hours on the computer have gone. and I feel so content thank you :-)",UgxYc6R8QzrcW8AKrOV4AaABAg,0.0,1.0,2021-06-28T16:23:53Z,0.9985910058021545
11.0,❤,UgzCYkt910e9Q4NVJW14AaABAg,0.0,0.0,2021-06-17T13:42:32Z,-0.6970567107200623
12.0,I laughed at myself throughout this practice but I'm so grateful for Adriene and what you mean to us Yogis. Thank you x,Ugyyv6uXxKQwoW7NVOl4AaABAg,0.0,0.0,2021-06-03T14:21:43Z,0.9997822642326355
13.0,"Wow I gotta say this is my fav class so far! And I really love the camel pose! I really needed it after spending so many hours studying on my laptop, came just in time!",UgxmmB94CSZAuamHC2d4AaABAg,0.0,0.0,2021-05-30T17:44:10Z,0.9983733892440796
14.0,I love you Adriene and this yoga community that keeps me motivated everyday and taught me to love myself. Thank you! Namaste,UgxRFU9U3K38d4VRjux4AaABAg,0.0,0.0,2021-05-29T07:30:21Z,0.9998494386672974
15.0,"Hi Adriene, I´ve been doing yoga with you for 158 days now. And just did this loving chapter in our journey. Hope you getting back the love that we send you in our virtual postcards. Love Linda",Ugycy5wYvUBtH5KKkwN4AaABAg,0.0,1.0,2021-05-29T07:30:03Z,0.99981290102005
16.0,This is my second thirty day program with you so 59 days in a row. Today is the first time I’ve been able to say ‘I love myself’ and meant it. Thank you Adriene!!! 🥰,Ugxd7suxtxjlBmA3bpd4AaABAg,0.0,0.0,2021-05-19T18:48:27Z,0.9997575879096985
17.0,That practise went by so fast and I enjoyed every single second of it! Thank you Adriene x,UgwjHFnUL-rlHpNfcJZ4AaABAg,0.0,0.0,2021-04-24T06:04:33Z,0.9998801946640015
18.0,I love ❤,UgxDKmJqz4_2mSp5l-l4AaABAg,0.0,0.0,2021-02-11T08:32:48Z,0.9998080134391785
19.0,"Love Day 29! ❤ Also my favorite # and best mantra ever! I love myself, hubster, family, what I do, yoga, and my cozy cup of coffee that is up next! Appreciated the heat as it was -13° last night! TYA!",UgzolWAN75TP_QIuv414AaABAg,0.0,0.0,2021-02-09T11:43:19Z,0.999815046787262
20.0,Love yourself - personally I had to forgive myself to love myself and stop shaming myself and yoga has been around while I was doing that & HRV (heartrate variance) - so this was a good one. I know a lot about jamal - camel. But today I can only get one heel at a time - but I shall endeavor to persevere. I WILL get both heels and I WILL get both ankles. I will put the ahhh in Pranayama.,UgwnmpQeyPOEgP4hgRF4AaABAg,0.0,0.0,2021-02-09T01:13:19Z,0.9959617257118225
21.0,"There we are. I cried.
Saying out loud ""I love myself."", made me cry. Meaningfull.",UgwRdpUN9MMfZGgCRzt4AaABAg,0.0,0.0,2021-01-24T12:45:24Z,0.9994981288909912
22.0,I learned so much at camp; I see now how strong I am. Thanks for teaching me how to heal with love.,Ugxbq_IPLhM6RiAobqt4AaABAg,0.0,0.0,2021-01-06T19:15:12Z,0.9998546838760376
23.0,thank you ;-)),Ugx3qZI9765meK-JBIZ4AaABAg,0.0,0.0,2021-01-02T22:41:32Z,0.9998117089271545
