,comment,comment_id,reply_count,like_count,updated_at,calificacion
1012.0,"Adriene, I am going through a painful divorce. I was depressed, anxious, sitting around crying like a bump on a log. I had no motivation or anything that made me see the bright side. I was scrolling through YouTube to pass the time & stumbled upon your videos. I went out to TJ Maxx, found a clearance yoga mat for $6(score💪🏼) and followed along with your 30 days of yoga. I swear you & yoga have transformed my life. I look forward to it & do 3-4 videos in a row sometimes. I can touch my toes, I feel HAPPY, beautiful & peaceful. I love your personality & am so grateful to you for introducing me to beginner friendly yoga. I plan on becoming an instructor myself & helping women who felt just like I did feel empowered & not so alone. THANK YOU ADRIENE from the depth of my soul & bottom of my heart. Bless you sister!",UgzdHM3Ou9w36g5rJYF4AaABAg,24.0,914.0,2018-12-23T06:25:04Z,0.6828353404998779
1094.0,"*I did the 30 day challenge last year and I'm so grateful for all the work you share with us, Adrienne. Thanks for the theme of dedication this year. ♡ Namaste.*",Ugzo6N8Km-I2eG5zDyV4AaABAg,2.0,406.0,2018-12-23T03:00:42Z,0.999816358089447
1240.0,"This will be my fourth year following along with your new year yoga series :) I have thoroughly enjoyed each and every one of them, and I'm sure this year's will be just as brilliant! Can't wait to get started. Thank you for creating such a wonderful resource, you're the absolute best. ♥ 🙏",UgzbfSuomby0SF59xeV4AaABAg,3.0,299.0,2018-12-23T00:09:51Z,0.9998842477798462
47.0,Just did Home 30 days while in stay-at-home COVID19 with a friend and now starting Dedicate. Could not be more appreciative for this platform and you.,UgzKqDlejyQOC9-hOzd4AaABAg,19.0,209.0,2020-04-24T16:34:20Z,0.9920135140419006
1266.0,"Oh! 
I really need this",Ugx5mUIutM4r5qejPRl4AaABAg,1.0,135.0,2018-12-23T00:04:06Z,0.9966380596160889
1264.0,It's almost been a year from the last one?? It legit seems like yesterday 😂,UgwoV4wpyjeBiSx5ggh4AaABAg,3.0,115.0,2018-12-23T00:04:19Z,-0.998039186000824
740.0,"30 Days of Yoga was my first actual big yoga challenge, and I loved it! It changed my relationship with my body, it gave me so much more confidence. I love every one of your 30 day programs!! One day, you’ll have 12 and I’ll be able to do them all through the year ;)",UgxkGi1B-JjMbXBDIvJ4AaABAg,0.0,112.0,2018-12-23T18:05:00Z,0.9998492002487183
195.0,"I was never able to afford a yoga class at a local center. I am eternally grateful for you and your team for making such a wealth of knowledge and abundance accessible. 
Namaste",Ugx7GjK7Q3SePaTDvy14AaABAg,0.0,109.0,2019-01-04T15:20:31Z,0.9996861219406128
55.0,i am so ready to start it right after HOME journey,Ugx3uBRHdOuEM_G1P4d4AaABAg,5.0,69.0,2020-02-01T13:56:24Z,0.999244213104248
487.0,My dream was to Dedicate more time to myself in 2019.  This is exactly what I needed to find. <3. I will Share <3 Thank you Adriene,UgzPEy6y-dXcU8ZuGxF4AaABAg,1.0,57.0,2018-12-26T13:59:22Z,0.9994910955429077
1218.0,This could not have come at a better time💗 I’m starting a new journey to fix my anxiety disorder & this will be so helpful,UgyCrCt7AU4a3Ulu-JR4AaABAg,6.0,49.0,2018-12-23T00:22:55Z,0.9938504695892334
